name,developer,publisher,popular_tags,game_details,genre,ID,genre_publisher_developer,genre_popular_tags_developer,genre_popular_tags_game_details,genre_publisher_developer_game_details
RIDE - 2015 Top Bikes Pack 1,MilestoneS.r.l.,"MilestoneS.r.l.,MilestoneS.r.l.","Racing,Sports,Simulation","Single-player,Multi-player,Shared/SplitScreen,DownloadableContent,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud","Racing,Simulation,Sports",ride2015topbikespack1,"Racing,Simulation,SportsMilestoneS.r.l.,MilestoneS.r.l.MilestoneS.r.l.","Racing,Simulation,SportsRacing,Sports,SimulationMilestoneS.r.l.","Racing,Simulation,SportsRacing,Sports,SimulationSingle-player,Multi-player,Shared/SplitScreen,DownloadableContent,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud","Racing,Simulation,SportsMilestoneS.r.l.,MilestoneS.r.l.MilestoneS.r.l.Single-player,Multi-player,Shared/SplitScreen,DownloadableContent,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud"
Pixel Boy and the Ever Expanding Dungeon,GiantBoxGames,"GiantBoxGames,GiantBoxGames","Action,RPG,Indie,Rogue-like,DungeonCrawler,Rogue-lite,Shooter,Top-Down,ProceduralGeneration,ActionRPG,PixelGraphics,Shoot'EmUp,2D","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards","Action,Indie,RPG",pixelboyandtheeverexpandingdungeon,"Action,Indie,RPGGiantBoxGames,GiantBoxGamesGiantBoxGames","Action,Indie,RPGAction,RPG,Indie,Rogue-like,DungeonCrawler,Rogue-lite,Shooter,Top-Down,ProceduralGeneration,ActionRPG,PixelGraphics,Shoot'EmUp,2DGiantBoxGames","Action,Indie,RPGAction,RPG,Indie,Rogue-like,DungeonCrawler,Rogue-lite,Shooter,Top-Down,ProceduralGeneration,ActionRPG,PixelGraphics,Shoot'EmUp,2DSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards","Action,Indie,RPGGiantBoxGames,GiantBoxGamesGiantBoxGamesSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards"
TeraBlaster,BlackShellGames,,"Indie,Casual,Action,Retro,Shoot'EmUp","Single-player,Fullcontrollersupport","Action,Casual,Indie",terablaster,"Action,Casual,IndieBlackShellGames","Action,Casual,IndieIndie,Casual,Action,Retro,Shoot'EmUpBlackShellGames","Action,Casual,IndieIndie,Casual,Action,Retro,Shoot'EmUpSingle-player,Fullcontrollersupport","Action,Casual,IndieBlackShellGamesSingle-player,Fullcontrollersupport"
Dungeons: The Eye of Draconus,SuckerFreeGames,"SuckerFreeGames,SuckerFreeGames","Indie,Action,Adventure,Beat'emup,Casual,Co-op,OnlineCo-Op,Comedy","Single-player,Multi-player,Co-op,Shared/SplitScreen,SteamAchievements,SteamTradingCards,PartialControllerSupport","Action,Adventure,Casual,Indie",dungeonstheeyeofdraconus,"Action,Adventure,Casual,IndieSuckerFreeGames,SuckerFreeGamesSuckerFreeGames","Action,Adventure,Casual,IndieIndie,Action,Adventure,Beat'emup,Casual,Co-op,OnlineCo-Op,ComedySuckerFreeGames","Action,Adventure,Casual,IndieIndie,Action,Adventure,Beat'emup,Casual,Co-op,OnlineCo-Op,ComedySingle-player,Multi-player,Co-op,Shared/SplitScreen,SteamAchievements,SteamTradingCards,PartialControllerSupport","Action,Adventure,Casual,IndieSuckerFreeGames,SuckerFreeGamesSuckerFreeGamesSingle-player,Multi-player,Co-op,Shared/SplitScreen,SteamAchievements,SteamTradingCards,PartialControllerSupport"
Bridge Constructor Playground,ClockStone,"HeadupGames,HeadupGames","Casual,Simulation,Indie,RPG,Puzzle","Single-player,SteamAchievements,SteamCloud,SteamLeaderboards","Casual,Indie,RPG,Simulation",bridgeconstructorplayground,"Casual,Indie,RPG,SimulationHeadupGames,HeadupGamesClockStone","Casual,Indie,RPG,SimulationCasual,Simulation,Indie,RPG,PuzzleClockStone","Casual,Indie,RPG,SimulationCasual,Simulation,Indie,RPG,PuzzleSingle-player,SteamAchievements,SteamCloud,SteamLeaderboards","Casual,Indie,RPG,SimulationHeadupGames,HeadupGamesClockStoneSingle-player,SteamAchievements,SteamCloud,SteamLeaderboards"
Redshirt,TheTiniestShark,"Positech,Positech","Indie,Simulation,RPG,Satire,Strategy,Sci-fi,Comedy,Casual,DarkHumor,Singleplayer","Single-player,SteamAchievements","Indie,RPG,Simulation,Strategy",redshirt,"Indie,RPG,Simulation,StrategyPositech,PositechTheTiniestShark","Indie,RPG,Simulation,StrategyIndie,Simulation,RPG,Satire,Strategy,Sci-fi,Comedy,Casual,DarkHumor,SingleplayerTheTiniestShark","Indie,RPG,Simulation,StrategyIndie,Simulation,RPG,Satire,Strategy,Sci-fi,Comedy,Casual,DarkHumor,SingleplayerSingle-player,SteamAchievements","Indie,RPG,Simulation,StrategyPositech,PositechTheTiniestSharkSingle-player,SteamAchievements"
Arcane Worlds,RanmantaruGames,"RanmantaruGames,RanmantaruGames","EarlyAccess,Indie,Adventure,Action,EarlyAccess,Sandbox,Strategy,OpenWorld,Singleplayer",Single-player,"Action,Adventure,EarlyAccess,Indie,Strategy",arcaneworlds,"Action,Adventure,EarlyAccess,Indie,StrategyRanmantaruGames,RanmantaruGamesRanmantaruGames","Action,Adventure,EarlyAccess,Indie,StrategyEarlyAccess,Indie,Adventure,Action,EarlyAccess,Sandbox,Strategy,OpenWorld,SingleplayerRanmantaruGames","Action,Adventure,EarlyAccess,Indie,StrategyEarlyAccess,Indie,Adventure,Action,EarlyAccess,Sandbox,Strategy,OpenWorld,SingleplayerSingle-player","Action,Adventure,EarlyAccess,Indie,StrategyRanmantaruGames,RanmantaruGamesRanmantaruGamesSingle-player"
Curse of Mermos,TEAM101,"TEAM101,TEAM101","FreetoPlay,Indie,Action,HackandSlash,Multiplayer","Single-player,Fullcontrollersupport","Action,FreetoPlay,Indie",curseofmermos,"Action,FreetoPlay,IndieTEAM101,TEAM101TEAM101","Action,FreetoPlay,IndieFreetoPlay,Indie,Action,HackandSlash,MultiplayerTEAM101","Action,FreetoPlay,IndieFreetoPlay,Indie,Action,HackandSlash,MultiplayerSingle-player,Fullcontrollersupport","Action,FreetoPlay,IndieTEAM101,TEAM101TEAM101Single-player,Fullcontrollersupport"
Fair Strike,G5Software,"BukaEntertainment,BukaEntertainment","Action,Simulation","Single-player,SteamTradingCards,PartialControllerSupport","Action,Simulation",fairstrike,"Action,SimulationBukaEntertainment,BukaEntertainmentG5Software","Action,SimulationAction,SimulationG5Software","Action,SimulationAction,SimulationSingle-player,SteamTradingCards,PartialControllerSupport","Action,SimulationBukaEntertainment,BukaEntertainmentG5SoftwareSingle-player,SteamTradingCards,PartialControllerSupport"
SAGA,"SilverlodeInteractive,WasatchGames","SilverlodeInteractive,SilverlodeInteractive","FreetoPlay,Strategy,MassivelyMultiplayer,Indie,Multiplayer,RTS,Fantasy","Multi-player,MMO,Co-op","FreetoPlay,Indie,MassivelyMultiplayer,Strategy",saga,"FreetoPlay,Indie,MassivelyMultiplayer,StrategySilverlodeInteractive,SilverlodeInteractiveSilverlodeInteractive,WasatchGames","FreetoPlay,Indie,MassivelyMultiplayer,StrategyFreetoPlay,Strategy,MassivelyMultiplayer,Indie,Multiplayer,RTS,FantasySilverlodeInteractive,WasatchGames","FreetoPlay,Indie,MassivelyMultiplayer,StrategyFreetoPlay,Strategy,MassivelyMultiplayer,Indie,Multiplayer,RTS,FantasyMulti-player,MMO,Co-op","FreetoPlay,Indie,MassivelyMultiplayer,StrategySilverlodeInteractive,SilverlodeInteractiveSilverlodeInteractive,WasatchGamesMulti-player,MMO,Co-op"
LA Cops,ModernDream,"Team17DigitalLtd,Team17DigitalLtd","Action,Strategy,Indie,Adventure,Top-Down,Isometric,Shooter","Single-player,SteamAchievements,PartialControllerSupport,SteamCloud,SteamLeaderboards","Action,Adventure,Indie,Strategy",lacops,"Action,Adventure,Indie,StrategyTeam17DigitalLtd,Team17DigitalLtdModernDream","Action,Adventure,Indie,StrategyAction,Strategy,Indie,Adventure,Top-Down,Isometric,ShooterModernDream","Action,Adventure,Indie,StrategyAction,Strategy,Indie,Adventure,Top-Down,Isometric,ShooterSingle-player,SteamAchievements,PartialControllerSupport,SteamCloud,SteamLeaderboards","Action,Adventure,Indie,StrategyTeam17DigitalLtd,Team17DigitalLtdModernDreamSingle-player,SteamAchievements,PartialControllerSupport,SteamCloud,SteamLeaderboards"
TinyKeep,Phigames,"DigitalTribe,DigitalTribe","Action,Indie,Adventure,RPG,Rogue-like,PermaDeath,ProceduralGeneration,DungeonCrawler","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards","Action,Adventure,Indie,RPG",tinykeep,"Action,Adventure,Indie,RPGDigitalTribe,DigitalTribePhigames","Action,Adventure,Indie,RPGAction,Indie,Adventure,RPG,Rogue-like,PermaDeath,ProceduralGeneration,DungeonCrawlerPhigames","Action,Adventure,Indie,RPGAction,Indie,Adventure,RPG,Rogue-like,PermaDeath,ProceduralGeneration,DungeonCrawlerSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards","Action,Adventure,Indie,RPGDigitalTribe,DigitalTribePhigamesSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards"
Gunship!,Microprose,"Retroism,Retroism","Simulation,Action",Single-player,"Action,Simulation",gunship,"Action,SimulationRetroism,RetroismMicroprose","Action,SimulationSimulation,ActionMicroprose","Action,SimulationSimulation,ActionSingle-player","Action,SimulationRetroism,RetroismMicroproseSingle-player"
Sinister City,JetdogsStudios,"JetdogsStudios,JetdogsStudios","HiddenObject,Casual,Adventure,Indie,Point&Click,Vampire,Puzzle,Singleplayer,Horror","Single-player,SteamAchievements,SteamTradingCards,SteamCloud","Adventure,Casual,Indie",sinistercity,"Adventure,Casual,IndieJetdogsStudios,JetdogsStudiosJetdogsStudios","Adventure,Casual,IndieHiddenObject,Casual,Adventure,Indie,Point&Click,Vampire,Puzzle,Singleplayer,HorrorJetdogsStudios","Adventure,Casual,IndieHiddenObject,Casual,Adventure,Indie,Point&Click,Vampire,Puzzle,Singleplayer,HorrorSingle-player,SteamAchievements,SteamTradingCards,SteamCloud","Adventure,Casual,IndieJetdogsStudios,JetdogsStudiosJetdogsStudiosSingle-player,SteamAchievements,SteamTradingCards,SteamCloud"
Chainsaw Warrior: Lords of the Night,AurochDigital,"AurochDigital,AurochDigital","Strategy,Indie,RPG,Adventure,Action,CardGame,GamesWorkshop","Single-player,SteamAchievements,SteamTradingCards,SteamCloud","Action,Adventure,Indie,RPG,Strategy",chainsawwarriorlordsofthenight,"Action,Adventure,Indie,RPG,StrategyAurochDigital,AurochDigitalAurochDigital","Action,Adventure,Indie,RPG,StrategyStrategy,Indie,RPG,Adventure,Action,CardGame,GamesWorkshopAurochDigital","Action,Adventure,Indie,RPG,StrategyStrategy,Indie,RPG,Adventure,Action,CardGame,GamesWorkshopSingle-player,SteamAchievements,SteamTradingCards,SteamCloud","Action,Adventure,Indie,RPG,StrategyAurochDigital,AurochDigitalAurochDigitalSingle-player,SteamAchievements,SteamTradingCards,SteamCloud"
Nux,Idigicon,"KISSltd,KISSltd","Action,Platformer,Shoot'EmUp","Single-player,SteamTradingCards",Action,nux,"ActionKISSltd,KISSltdIdigicon","ActionAction,Platformer,Shoot'EmUpIdigicon","ActionAction,Platformer,Shoot'EmUpSingle-player,SteamTradingCards","ActionKISSltd,KISSltdIdigiconSingle-player,SteamTradingCards"
Borealis,ConradNelson,"None,None","Casual,Indie,Action,Music-BasedProceduralGeneration,ScoreAttack,Crowdfunded,ProceduralGeneration,Singleplayer,BulletHell,Relaxing,GreatSoundtrack,Psychedelic,Funny,Music","Single-player,SteamAchievements,SteamTradingCards","Action,Casual,Indie",borealis,"Action,Casual,IndieNone,NoneConradNelson","Action,Casual,IndieCasual,Indie,Action,Music-BasedProceduralGeneration,ScoreAttack,Crowdfunded,ProceduralGeneration,Singleplayer,BulletHell,Relaxing,GreatSoundtrack,Psychedelic,Funny,MusicConradNelson","Action,Casual,IndieCasual,Indie,Action,Music-BasedProceduralGeneration,ScoreAttack,Crowdfunded,ProceduralGeneration,Singleplayer,BulletHell,Relaxing,GreatSoundtrack,Psychedelic,Funny,MusicSingle-player,SteamAchievements,SteamTradingCards","Action,Casual,IndieNone,NoneConradNelsonSingle-player,SteamAchievements,SteamTradingCards"
Trapped Dead: Lockdown,BigmoonStudios,"HeadupGames,HeadupGames","RPG,Action,Indie,Zombies","Single-player,SteamAchievements,PartialControllerSupport","Action,Indie,RPG",trappeddeadlockdown,"Action,Indie,RPGHeadupGames,HeadupGamesBigmoonStudios","Action,Indie,RPGRPG,Action,Indie,ZombiesBigmoonStudios","Action,Indie,RPGRPG,Action,Indie,ZombiesSingle-player,SteamAchievements,PartialControllerSupport","Action,Indie,RPGHeadupGames,HeadupGamesBigmoonStudiosSingle-player,SteamAchievements,PartialControllerSupport"
The Nightmare Cooperative,LuckyFrame,"BlazingGriffin,BlazingGriffin","Strategy,Indie,Rogue-like,Turn-Based,Co-op,Puzzle","Single-player,SteamTradingCards,SteamLeaderboards","Indie,Strategy",thenightmarecooperative,"Indie,StrategyBlazingGriffin,BlazingGriffinLuckyFrame","Indie,StrategyStrategy,Indie,Rogue-like,Turn-Based,Co-op,PuzzleLuckyFrame","Indie,StrategyStrategy,Indie,Rogue-like,Turn-Based,Co-op,PuzzleSingle-player,SteamTradingCards,SteamLeaderboards","Indie,StrategyBlazingGriffin,BlazingGriffinLuckyFrameSingle-player,SteamTradingCards,SteamLeaderboards"
Night Mysteries: The Amphora Prisoner,AnvateGames,"AnvateGames,AnvateGames","Casual,Adventure,HiddenObject","Single-player,SteamTradingCards,SteamCloud","Adventure,Casual",nightmysteriestheamphoraprisoner,"Adventure,CasualAnvateGames,AnvateGamesAnvateGames","Adventure,CasualCasual,Adventure,HiddenObjectAnvateGames","Adventure,CasualCasual,Adventure,HiddenObjectSingle-player,SteamTradingCards,SteamCloud","Adventure,CasualAnvateGames,AnvateGamesAnvateGamesSingle-player,SteamTradingCards,SteamCloud"
Walkover,MilleniumProjectEnterprises,"MilleniumProjectEnterprises,MilleniumProjectEnterprises","FreetoPlay,Action,Indie,Multiplayer,Aliens,Survival","Single-player,Multi-player,Co-op,SteamAchievements,Stats,Includesleveleditor","Action,FreetoPlay,Indie",walkover,"Action,FreetoPlay,IndieMilleniumProjectEnterprises,MilleniumProjectEnterprisesMilleniumProjectEnterprises","Action,FreetoPlay,IndieFreetoPlay,Action,Indie,Multiplayer,Aliens,SurvivalMilleniumProjectEnterprises","Action,FreetoPlay,IndieFreetoPlay,Action,Indie,Multiplayer,Aliens,SurvivalSingle-player,Multi-player,Co-op,SteamAchievements,Stats,Includesleveleditor","Action,FreetoPlay,IndieMilleniumProjectEnterprises,MilleniumProjectEnterprisesMilleniumProjectEnterprisesSingle-player,Multi-player,Co-op,SteamAchievements,Stats,Includesleveleditor"
Democracy 2,PositechGames,"PositechGames,PositechGames","Simulation,Strategy,Indie,Politics",Single-player,"Indie,Simulation,Strategy",democracy2,"Indie,Simulation,StrategyPositechGames,PositechGamesPositechGames","Indie,Simulation,StrategySimulation,Strategy,Indie,PoliticsPositechGames","Indie,Simulation,StrategySimulation,Strategy,Indie,PoliticsSingle-player","Indie,Simulation,StrategyPositechGames,PositechGamesPositechGamesSingle-player"
Windforge,SnowedInStudios,"SnowedInStudios,SnowedInStudios","Indie,RPG,Sandbox,Steampunk,Crafting,Action,2D,OpenWorld,Building,Singleplayer,Platformer,SideScroller,Survival,Adventure,PixelGraphics","Single-player,SteamAchievements","Action,Indie,RPG",windforge,"Action,Indie,RPGSnowedInStudios,SnowedInStudiosSnowedInStudios","Action,Indie,RPGIndie,RPG,Sandbox,Steampunk,Crafting,Action,2D,OpenWorld,Building,Singleplayer,Platformer,SideScroller,Survival,Adventure,PixelGraphicsSnowedInStudios","Action,Indie,RPGIndie,RPG,Sandbox,Steampunk,Crafting,Action,2D,OpenWorld,Building,Singleplayer,Platformer,SideScroller,Survival,Adventure,PixelGraphicsSingle-player,SteamAchievements","Action,Indie,RPGSnowedInStudios,SnowedInStudiosSnowedInStudiosSingle-player,SteamAchievements"
Antisquad,InsGames,"INSGAMESLIMITED,INSGAMESLIMITED","Strategy,Turn-Based,Action,Turn-BasedStrategy,Adventure,Tactical,Singleplayer,EarlyAccess,Indie,Turn-BasedTactics","Single-player,SteamAchievements,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud,SteamLeaderboards","Action,Adventure,Strategy",antisquad,"Action,Adventure,StrategyINSGAMESLIMITED,INSGAMESLIMITEDInsGames","Action,Adventure,StrategyStrategy,Turn-Based,Action,Turn-BasedStrategy,Adventure,Tactical,Singleplayer,EarlyAccess,Indie,Turn-BasedTacticsInsGames","Action,Adventure,StrategyStrategy,Turn-Based,Action,Turn-BasedStrategy,Adventure,Tactical,Singleplayer,EarlyAccess,Indie,Turn-BasedTacticsSingle-player,SteamAchievements,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud,SteamLeaderboards","Action,Adventure,StrategyINSGAMESLIMITED,INSGAMESLIMITEDInsGamesSingle-player,SteamAchievements,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud,SteamLeaderboards"
Glacier 3: The Meltdown,Team6Studios,"FunboxMediaLtd,FunboxMediaLtd","Racing,Action",Single-player,"Action,Racing",glacier3themeltdown,"Action,RacingFunboxMediaLtd,FunboxMediaLtdTeam6Studios","Action,RacingRacing,ActionTeam6Studios","Action,RacingRacing,ActionSingle-player","Action,RacingFunboxMediaLtd,FunboxMediaLtdTeam6StudiosSingle-player"
The Dreamatorium of Dr. Magnus 2,TwoDesperados,"TwoDesperados,TwoDesperados","Casual,Adventure,HiddenObject,Puzzle","Single-player,SteamAchievements,SteamTradingCards,SteamCloud","Adventure,Casual",thedreamatoriumofdrmagnus2,"Adventure,CasualTwoDesperados,TwoDesperadosTwoDesperados","Adventure,CasualCasual,Adventure,HiddenObject,PuzzleTwoDesperados","Adventure,CasualCasual,Adventure,HiddenObject,PuzzleSingle-player,SteamAchievements,SteamTradingCards,SteamCloud","Adventure,CasualTwoDesperados,TwoDesperadosTwoDesperadosSingle-player,SteamAchievements,SteamTradingCards,SteamCloud"
Lilly and Sasha: Guardian Angels,JohnWizard,"JohnWizard,JohnWizard","RPG,Indie,Strategy,RPGMaker","Single-player,SteamTradingCards","Indie,RPG,Strategy",lillyandsashaguardianangels,"Indie,RPG,StrategyJohnWizard,JohnWizardJohnWizard","Indie,RPG,StrategyRPG,Indie,Strategy,RPGMakerJohnWizard","Indie,RPG,StrategyRPG,Indie,Strategy,RPGMakerSingle-player,SteamTradingCards","Indie,RPG,StrategyJohnWizard,JohnWizardJohnWizardSingle-player,SteamTradingCards"
Grimoire: Manastorm,Omniconnection,"Omniconnection,Omniconnection","Action,Shooter,Indie,FreetoPlay,Magic,Multiplayer,FPS,Medieval,Fast-Paced,Third-PersonShooter,First-Person,EarlyAccess","Multi-player,OnlineMulti-Player,SteamTradingCards,PartialControllerSupport","Action,FreetoPlay,Indie",grimoiremanastorm,"Action,FreetoPlay,IndieOmniconnection,OmniconnectionOmniconnection","Action,FreetoPlay,IndieAction,Shooter,Indie,FreetoPlay,Magic,Multiplayer,FPS,Medieval,Fast-Paced,Third-PersonShooter,First-Person,EarlyAccessOmniconnection","Action,FreetoPlay,IndieAction,Shooter,Indie,FreetoPlay,Magic,Multiplayer,FPS,Medieval,Fast-Paced,Third-PersonShooter,First-Person,EarlyAccessMulti-player,OnlineMulti-Player,SteamTradingCards,PartialControllerSupport","Action,FreetoPlay,IndieOmniconnection,OmniconnectionOmniconnectionMulti-player,OnlineMulti-Player,SteamTradingCards,PartialControllerSupport"
Tick: The Time Based Puzzle Game,FingertipGamesUK,"FingertipGamesUK,FingertipGamesUK","Strategy,Indie,Casual","Single-player,SteamAchievements,SteamTradingCards,SteamCloud,Includesleveleditor","Casual,Indie,Strategy",tickthetimebasedpuzzlegame,"Casual,Indie,StrategyFingertipGamesUK,FingertipGamesUKFingertipGamesUK","Casual,Indie,StrategyStrategy,Indie,CasualFingertipGamesUK","Casual,Indie,StrategyStrategy,Indie,CasualSingle-player,SteamAchievements,SteamTradingCards,SteamCloud,Includesleveleditor","Casual,Indie,StrategyFingertipGamesUK,FingertipGamesUKFingertipGamesUKSingle-player,SteamAchievements,SteamTradingCards,SteamCloud,Includesleveleditor"
The Legend of Tango,SpiltMilkStudiosLtd,"SpiltMilkStudiosLtd,SpiltMilkStudiosLtd","RPG,Indie,Adventure,RPGMaker,Funny,Singleplayer,Short,Comedy",Single-player,"Adventure,Indie,RPG",thelegendoftango,"Adventure,Indie,RPGSpiltMilkStudiosLtd,SpiltMilkStudiosLtdSpiltMilkStudiosLtd","Adventure,Indie,RPGRPG,Indie,Adventure,RPGMaker,Funny,Singleplayer,Short,ComedySpiltMilkStudiosLtd","Adventure,Indie,RPGRPG,Indie,Adventure,RPGMaker,Funny,Singleplayer,Short,ComedySingle-player","Adventure,Indie,RPGSpiltMilkStudiosLtd,SpiltMilkStudiosLtdSpiltMilkStudiosLtdSingle-player"
Wild Warfare,HyperHippoGames,"HyperHippoGames,HyperHippoGames","EarlyAccess,EarlyAccess,FreetoPlay,Action,Multiplayer,FPS,Indie,Shooter,First-Person,MassivelyMultiplayer,Funny","Multi-player,Cross-PlatformMultiplayer,SteamAchievements","Action,FreetoPlay,Indie,EarlyAccess",wildwarfare,"Action,FreetoPlay,Indie,EarlyAccessHyperHippoGames,HyperHippoGamesHyperHippoGames","Action,FreetoPlay,Indie,EarlyAccessEarlyAccess,EarlyAccess,FreetoPlay,Action,Multiplayer,FPS,Indie,Shooter,First-Person,MassivelyMultiplayer,FunnyHyperHippoGames","Action,FreetoPlay,Indie,EarlyAccessEarlyAccess,EarlyAccess,FreetoPlay,Action,Multiplayer,FPS,Indie,Shooter,First-Person,MassivelyMultiplayer,FunnyMulti-player,Cross-PlatformMultiplayer,SteamAchievements","Action,FreetoPlay,Indie,EarlyAccessHyperHippoGames,HyperHippoGamesHyperHippoGamesMulti-player,Cross-PlatformMultiplayer,SteamAchievements"
Strike Vector,RagequitCorporation,"RagequitCorporation,RagequitCorporation","Action,Multiplayer,Indie,ArenaShooter,Fast-Paced,FPS,Third-PersonShooter,Flight,Shooter,Space,Difficult,Sci-fi,First-Person,Mechs,Simulation,Competitive,6DOF","Single-player,Multi-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud,Stats,SteamLeaderboards,Commentaryavailable","Action,Indie",strikevector,"Action,IndieRagequitCorporation,RagequitCorporationRagequitCorporation","Action,IndieAction,Multiplayer,Indie,ArenaShooter,Fast-Paced,FPS,Third-PersonShooter,Flight,Shooter,Space,Difficult,Sci-fi,First-Person,Mechs,Simulation,Competitive,6DOFRagequitCorporation","Action,IndieAction,Multiplayer,Indie,ArenaShooter,Fast-Paced,FPS,Third-PersonShooter,Flight,Shooter,Space,Difficult,Sci-fi,First-Person,Mechs,Simulation,Competitive,6DOFSingle-player,Multi-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud,Stats,SteamLeaderboards,Commentaryavailable","Action,IndieRagequitCorporation,RagequitCorporationRagequitCorporationSingle-player,Multi-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud,Stats,SteamLeaderboards,Commentaryavailable"
X-Plane 10 Global - 64 Bit - Africa Scenery,LaminarResearch,,Simulation,"Single-player,Multi-player,Cross-PlatformMultiplayer,DownloadableContent",Simulation,xplane10global64bitafricascenery,SimulationLaminarResearch,SimulationSimulationLaminarResearch,"SimulationSimulationSingle-player,Multi-player,Cross-PlatformMultiplayer,DownloadableContent","SimulationLaminarResearchSingle-player,Multi-player,Cross-PlatformMultiplayer,DownloadableContent"
Overruled!,DlalaStudios,"Team17DigitalLtd,Team17DigitalLtd","Action,Indie,Multiplayer,LocalMultiplayer","Single-player,Multi-player,Cross-PlatformMultiplayer,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamLeaderboards","Action,Indie",overruled,"Action,IndieTeam17DigitalLtd,Team17DigitalLtdDlalaStudios","Action,IndieAction,Indie,Multiplayer,LocalMultiplayerDlalaStudios","Action,IndieAction,Indie,Multiplayer,LocalMultiplayerSingle-player,Multi-player,Cross-PlatformMultiplayer,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamLeaderboards","Action,IndieTeam17DigitalLtd,Team17DigitalLtdDlalaStudiosSingle-player,Multi-player,Cross-PlatformMultiplayer,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamLeaderboards"
Agricultural Simulator 2011: Extended Edition,Actalogic,"Libredia,Libredia","Simulation,Agriculture","Single-player,Multi-player,PartialControllerSupport",Simulation,agriculturalsimulator2011extendededition,"SimulationLibredia,LibrediaActalogic","SimulationSimulation,AgricultureActalogic","SimulationSimulation,AgricultureSingle-player,Multi-player,PartialControllerSupport","SimulationLibredia,LibrediaActalogicSingle-player,Multi-player,PartialControllerSupport"
Taxi,petraguardsoftware.com,"petraguardsoftware.com,petraguardsoftware.com",Casual,"Single-player,SteamAchievements,SteamCloud",Casual,taxi,"Casualpetraguardsoftware.com,petraguardsoftware.competraguardsoftware.com",CasualCasualpetraguardsoftware.com,"CasualCasualSingle-player,SteamAchievements,SteamCloud","Casualpetraguardsoftware.com,petraguardsoftware.competraguardsoftware.comSingle-player,SteamAchievements,SteamCloud"
SpaceCorn,"HenriquePegacha,RafaelLima,NunoGuerreiro","GentlemeninTuxedos,GentlemeninTuxedos","Indie,Adventure,Text-Based,Action,Fantasy,PsychologicalHorror,Memes","Single-player,SteamTradingCards","Action,Adventure,Indie",spacecorn,"Action,Adventure,IndieGentlemeninTuxedos,GentlemeninTuxedosHenriquePegacha,RafaelLima,NunoGuerreiro","Action,Adventure,IndieIndie,Adventure,Text-Based,Action,Fantasy,PsychologicalHorror,MemesHenriquePegacha,RafaelLima,NunoGuerreiro","Action,Adventure,IndieIndie,Adventure,Text-Based,Action,Fantasy,PsychologicalHorror,MemesSingle-player,SteamTradingCards","Action,Adventure,IndieGentlemeninTuxedos,GentlemeninTuxedosHenriquePegacha,RafaelLima,NunoGuerreiroSingle-player,SteamTradingCards"
Spandex Force: Champion Rising,KarjaSoft,"KarjaSoft,KarjaSoft","RPG,Indie,Casual,Match3,Comedy","Single-player,SteamAchievements","Casual,Indie,RPG",spandexforcechampionrising,"Casual,Indie,RPGKarjaSoft,KarjaSoftKarjaSoft","Casual,Indie,RPGRPG,Indie,Casual,Match3,ComedyKarjaSoft","Casual,Indie,RPGRPG,Indie,Casual,Match3,ComedySingle-player,SteamAchievements","Casual,Indie,RPGKarjaSoft,KarjaSoftKarjaSoftSingle-player,SteamAchievements"
Weapons Genius,JDM4iK,"JDM4iK,JDM4iK","Simulation,Action,Casual,Indie,First-Person,GunCustomization",Single-player,"Action,Casual,Indie,Simulation",weaponsgenius,"Action,Casual,Indie,SimulationJDM4iK,JDM4iKJDM4iK","Action,Casual,Indie,SimulationSimulation,Action,Casual,Indie,First-Person,GunCustomizationJDM4iK","Action,Casual,Indie,SimulationSimulation,Action,Casual,Indie,First-Person,GunCustomizationSingle-player","Action,Casual,Indie,SimulationJDM4iK,JDM4iKJDM4iKSingle-player"
